"id","uid","name","shortname","longtitude","latitude","nhfrid","subcounty_uid","subcounty","district_uid","district","region","hflevel","ownership","authority","status","report"
"7517","F72SmQgfKBf","Southern Division Field Survey Station 004","SG-KUMID-004","33.946672","1.485408","9000000007517","HCWtiGYq30x","Southern Division","saT18HClZoz","Kumi District","Teso","Regional Operations Hub","PFP","Private Authority","Functional","Reporting"
"7518","IfRYINCb1dC","Southern Division Field Survey Station 005","SG-KUMID-005","33.939725","1.490674","9000000007518","HCWtiGYq30x","Southern Division","saT18HClZoz","Kumi District","Teso","Community Enumeration Point","GOV","UPS","Functional","Reporting"
"7519","NNs0qql3GJu","Southern Division Field Survey Station 006","SG-KUMID-006","33.942852","1.482266","9000000007519","HCWtiGYq30x","Southern Division","saT18HClZoz","Kumi District","Teso","District Coordination Hub","PFP","Private Authority","Functional","Reporting"
"7520","Kf1o8kvbbaS","Tisai Subcounty Field Survey Station 001","SG-KUMID-001","34.043994","1.59691","9000000007520","rKcVstGbRFH","Tisai Subcounty","saT18HClZoz","Kumi District","Teso","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7521","pGfuON6s6cD","Kapir Subcounty Field Survey Station 001","SG-NGORA-001","33.78911","1.603366","9000000007521","GLh6NlOfYQP","Kapir Subcounty","aj4hsYK3dVm","Ngora District","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7522","w81TXtlX3EM","Kapir Subcounty Field Survey Station 002","SG-NGORA-002","33.816281","1.633833","9000000007522","GLh6NlOfYQP","Kapir Subcounty","aj4hsYK3dVm","Ngora District","Teso","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7523","QDqSXZrFf6O","Kobwin Subcounty Field Survey Station 001","SG-NGORA-001","33.778896","1.391318","9000000007523","uodLpKe7cyL","Kobwin Subcounty","aj4hsYK3dVm","Ngora District","Teso","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7524","TTWscca1VOu","Kobwin Subcounty Field Survey Station 002","SG-NGORA-002","33.740768","1.397152","9000000007524","uodLpKe7cyL","Kobwin Subcounty","aj4hsYK3dVm","Ngora District","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7525","d36gK81XRga","Kobwin Subcounty Field Survey Station 003","SG-NGORA-003","33.693435","1.387424","9000000007525","uodLpKe7cyL","Kobwin Subcounty","aj4hsYK3dVm","Ngora District","Teso","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7526","X8l6y8IN4z9","Mukura Subcounty Field Survey Station 001","SG-NGORA-001","33.824926","1.545984","9000000007526","YL7WGm3qhJM","Mukura Subcounty","aj4hsYK3dVm","Ngora District","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7527","nFMZAMrVcca","Mukura Subcounty Field Survey Station 002","SG-NGORA-002","33.861302","1.571436","9000000007527","YL7WGm3qhJM","Mukura Subcounty","aj4hsYK3dVm","Ngora District","Teso","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7528","eYgYgkpjCxx","Mukura Subcounty Field Survey Station 003","SG-NGORA-003","","","9000000007528","YL7WGm3qhJM","Mukura Subcounty","aj4hsYK3dVm","Ngora District","Teso","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7529","c50gQsWftA9","Mukura Subcounty Field Survey Station 004","SG-NGORA-004","33.850851","1.58029","9000000007529","YL7WGm3qhJM","Mukura Subcounty","aj4hsYK3dVm","Ngora District","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7530","J3hOuqF5u8c","Mukura Town Council Field Survey Station 001","SG-NGORA-001","","","9000000007530","WB2gf1tJ89w","Mukura Town Council","aj4hsYK3dVm","Ngora District","Teso","Subcounty Field Station","PFP","Private Authority","Functional","Reporting"
"7531","S70E0FJrMtU","Ngora Subcounty Field Survey Station 001","SG-NGORA-001","33.724094","1.470418","9000000007531","pv2sbE1glyI","Ngora Subcounty","aj4hsYK3dVm","Ngora District","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7532","Otq7OSrseu8","Ngora Town Council Field Survey Station 001","SG-NGORA-001","33.777727","1.454558","9000000007532","kn8IjXDFWE7","Ngora Town Council","aj4hsYK3dVm","Ngora District","Teso","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7533","GLPEmICaqyp","Ngora Town Council Field Survey Station 002","SG-NGORA-002","33.794247","1.477613","9000000007533","kn8IjXDFWE7","Ngora Town Council","aj4hsYK3dVm","Ngora District","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7534","MNhe4FaQw7v","Ngora Town Council Field Survey Station 003","SG-NGORA-003","33.793409","1.4772","9000000007534","kn8IjXDFWE7","Ngora Town Council","aj4hsYK3dVm","Ngora District","Teso","Regional Operations Hub","PNFP","UPMB","Functional","Reporting"
"7535","O9q5mhryXaX","Ngora Town Council Field Survey Station 004","SG-NGORA-004","33.806084","1.490431","9000000007535","kn8IjXDFWE7","Ngora Town Council","aj4hsYK3dVm","Ngora District","Teso","District Coordination Hub","GOV","Local Government","Functional","Reporting"
"7536","CCnbE8KrwPh","Ngora Town Council Field Survey Station 005","SG-NGORA-005","","","9000000007536","kn8IjXDFWE7","Ngora Town Council","aj4hsYK3dVm","Ngora District","Teso","Community Enumeration Point","GOV","UPS","Functional","Reporting"
"7537","jo4ICrnpVWs","Ngora Town Council Field Survey Station 006","SG-NGORA-006","33.76879","1.469226","9000000007537","kn8IjXDFWE7","Ngora Town Council","aj4hsYK3dVm","Ngora District","Teso","Community Enumeration Point","PNFP","UCMB","Functional","Reporting"
"7538","sUtrRkuRSAm","Atiira Subcounty Field Survey Station 001","SG-SERER-001","33.513751","1.598887","9000000007538","XDyiOGArIT7","Atiira Subcounty","zJfpujxC1kD","Serere District","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7539","TjArzfw94wz","Atiira Subcounty Field Survey Station 002","SG-SERER-002","33.523405","1.609057","9000000007539","XDyiOGArIT7","Atiira Subcounty","zJfpujxC1kD","Serere District","Teso","Community Enumeration Point","PNFP","Private Authority","Non-Functional","Non-Reporting"
"7540","qzSy84YdUkX","Bugondo Subcounty Field Survey Station 001","SG-SERER-001","33.291506","1.52675","9000000007540","XZ5EZKyfHD2","Bugondo Subcounty","zJfpujxC1kD","Serere District","Teso","District Coordination Hub","GOV","Local Government","Functional","Reporting"
"7541","UJJPDoh3skp","Bugondo Subcounty Field Survey Station 002","SG-SERER-002","33.292982","1.617527","9000000007541","XZ5EZKyfHD2","Bugondo Subcounty","zJfpujxC1kD","Serere District","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7542","FuXspRGeawu","Kadungulu Town Council Field Survey Station 001","SG-SERER-001","33.217542","1.526707","9000000007542","UTnev1ETrrM","Kadungulu Town Council","zJfpujxC1kD","Serere District","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7543","aoKmCk2WKgG","Kagwara Town Council Field Survey Station 001","SG-SERER-001","33.142164","1.495268","9000000007543","HlYEsdUudw6","Kagwara Town Council","zJfpujxC1kD","Serere District","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7544","lwOFIJ6tbNa","Kasilo Town Council Field Survey Station 001","SG-SERER-001","33.365685","1.56804","9000000007544","ms7qAykJSVF","Kasilo Town Council","zJfpujxC1kD","Serere District","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7545","fcwlJwjS1IM","Kateta Subcounty Field Survey Station 001","SG-SERER-001","33.560901","1.422704","9000000007545","yh1Sulu1NeO","Kateta Subcounty","zJfpujxC1kD","Serere District","Teso","Community Enumeration Point","PFP","UPMB","Functional","Reporting"
"7546","Hjtox3w6eZx","Kateta Subcounty Field Survey Station 002","SG-SERER-002","33.57718","1.447414","9000000007546","yh1Sulu1NeO","Kateta Subcounty","zJfpujxC1kD","Serere District","Teso","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7547","TawGPygknTa","Kateta Subcounty Field Survey Station 003","SG-SERER-003","33.520217","1.411498","9000000007547","yh1Sulu1NeO","Kateta Subcounty","zJfpujxC1kD","Serere District","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7548","XNLtmr7pmjB","Kateta Subcounty Field Survey Station 004","SG-SERER-004","33.50336","1.460849","9000000007548","yh1Sulu1NeO","Kateta Subcounty","zJfpujxC1kD","Serere District","Teso","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7549","CeThdXtRHzx","Kateta Subcounty Field Survey Station 005","SG-SERER-005","33.495321","1.453443","9000000007549","yh1Sulu1NeO","Kateta Subcounty","zJfpujxC1kD","Serere District","Teso","Community Enumeration Point","PNFP","UPMB","Functional","Reporting"
"7550","XrQ7zl8YF0M","Kidetok Town Council Field Survey Station 001","SG-SERER-001","33.419181","1.476592","9000000007550","dO8sNwco9KM","Kidetok Town Council","zJfpujxC1kD","Serere District","Teso","Subcounty Field Station","PNFP","UCMB","Functional","Reporting"
"7551","HtstkAl6IEl","Kyere Subcounty Field Survey Station 001","SG-SERER-001","33.654287","1.532294","9000000007551","KqoeThv6f1S","Kyere Subcounty","zJfpujxC1kD","Serere District","Teso","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7552","zm7m09FNPYA","Kyere Town Council Field Survey Station 001","SG-SERER-001","33.599934","1.482273","9000000007552","kj7hXvfn9hl","Kyere Town Council","zJfpujxC1kD","Serere District","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7553","qmIXnGwbmHP","Kyere Town Council Field Survey Station 002","SG-SERER-002","33.601252","1.480051","9000000007553","kj7hXvfn9hl","Kyere Town Council","zJfpujxC1kD","Serere District","Teso","Subcounty Field Station","PNFP","UCMB","Functional","Reporting"
"7554","aVQCbe80pl7","Labori Subcounty Field Survey Station 001","SG-SERER-001","33.227761","1.425547","9000000007554","C8TBgnFqdtN","Labori Subcounty","zJfpujxC1kD","Serere District","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7555","SSAwZ2qobSu","Labori Subcounty Field Survey Station 002","SG-SERER-002","33.155152","1.41551","9000000007555","C8TBgnFqdtN","Labori Subcounty","zJfpujxC1kD","Serere District","Teso","Community Enumeration Point","PFP","UCBHCA","Functional","Reporting"
"7556","xEN68HYkacl","Olio Subcounty Field Survey Station 001","SG-SERER-001","33.419576","1.570777","9000000007556","ERioiaRYt58","Olio Subcounty","zJfpujxC1kD","Serere District","Teso","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7557","L9235x9BWmp","Olio Subcounty Field Survey Station 002","SG-SERER-002","33.50154","1.497447","9000000007557","ERioiaRYt58","Olio Subcounty","zJfpujxC1kD","Serere District","Teso","Community Enumeration Point","PNFP","UPMB","Functional","Reporting"
"7558","ZSczOvaCJ29","Olio Subcounty Field Survey Station 003","SG-SERER-003","33.51441","1.506353","9000000007558","ERioiaRYt58","Olio Subcounty","zJfpujxC1kD","Serere District","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7559","a3f7BmwY4kL","Olio Subcounty Field Survey Station 004","SG-SERER-004","33.513487","1.534948","9000000007559","ERioiaRYt58","Olio Subcounty","zJfpujxC1kD","Serere District","Teso","Subcounty Field Station","PFP","Private Authority","Functional","Reporting"
"7560","mPtQJ1rZBOd","Pingire Subcounty Field Survey Station 001","SG-SERER-001","33.419181","1.476592","9000000007560","tt9yUB7IjHC","Pingire Subcounty","zJfpujxC1kD","Serere District","Teso","Subcounty Field Station","PNFP","UCMB","Non-Functional","Non-Reporting"
"7561","f8m6k3MjPsf","Pingire Subcounty Field Survey Station 002","SG-SERER-002","33.335412","1.459015","9000000007561","tt9yUB7IjHC","Pingire Subcounty","zJfpujxC1kD","Serere District","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7562","Age86DCA0c3","Serere Town Council Field Survey Station 001","SG-SERER-001","33.460176","1.517961","9000000007562","BLNSilISHXK","Serere Town Council","zJfpujxC1kD","Serere District","Teso","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7563","DXmJVAw33mJ","Serere Town Council Field Survey Station 002","SG-SERER-002","33.459811","1.519555","9000000007563","BLNSilISHXK","Serere Town Council","zJfpujxC1kD","Serere District","Teso","District Coordination Hub","GOV","Local Government","Functional","Reporting"
"7564","uUv7f3M0T7Y","Serere Town Council Field Survey Station 003","SG-SERER-003","","","9000000007564","BLNSilISHXK","Serere Town Council","zJfpujxC1kD","Serere District","Teso","Community Enumeration Point","GOV","UPS","Functional","Reporting"
"7565","s9TLSDs98xt","Soroti East Division Field Survey Station 001","SG-SOROT-001","","","9000000007565","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Subcounty Field Station","PFP","Private Authority","Functional","Reporting"
"7566","pGYHofLkGpG","Soroti East Division Field Survey Station 002","SG-SOROT-002","33.617553","1.71914","9000000007566","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7567","YPdUkcAD8va","Soroti East Division Field Survey Station 003","SG-SOROT-003","","","9000000007567","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7568","YS1I62rL00h","Soroti East Division Field Survey Station 004","SG-SOROT-004","33.628161","1.710452","9000000007568","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7569","G1nfcjOeXi1","Soroti East Division Field Survey Station 005","SG-SOROT-005","","","9000000007569","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7570","aepoL4X75VF","Soroti East Division Field Survey Station 006","SG-SOROT-006","","","9000000007570","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7571","u1jvpTRlPjb","Soroti East Division Field Survey Station 007","SG-SOROT-007","","","9000000007571","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7572","CxzGSxEbecK","Soroti East Division Field Survey Station 008","SG-SOROT-008","33.628508","1.718842","9000000007572","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7573","eOVudSriqIu","Soroti East Division Field Survey Station 009","SG-SOROT-009","33.62633","1.742552","9000000007573","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","PNFP","UCMB","Functional","Reporting"
"7574","bax9SirtC47","Soroti East Division Field Survey Station 010","SG-SOROT-010","33.623771","1.716278","9000000007574","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7575","RLHL2VeqWC2","Soroti East Division Field Survey Station 011","SG-SOROT-011","33.622712","1.717175","9000000007575","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7576","VQZMi99oeXr","Soroti East Division Field Survey Station 012","SG-SOROT-012","33.629319","1.705534","9000000007576","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7577","dHFUXmzOPTp","Soroti East Division Field Survey Station 013","SG-SOROT-013","","","9000000007577","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","GOV","UPS","Functional","Reporting"
"7578","TIZY3y423mR","Soroti East Division Field Survey Station 014","SG-SOROT-014","","","9000000007578","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Subcounty Field Station","PFP","Private Authority","Functional","Reporting"
"7579","JVLdDfKIG38","Soroti East Division Field Survey Station 015","SG-SOROT-015","33.657885","1.713454","9000000007579","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7580","Ocknuz2662e","Soroti East Division Field Survey Station 016","SG-SOROT-016","","","9000000007580","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7581","KEJ7kcBumFl","Soroti East Division Field Survey Station 017","SG-SOROT-017","33.616024","1.741843","9000000007581","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","District Coordination Hub","GOV","Local Government","Functional","Reporting"
"7582","Caa5Y5lCTIf","Soroti East Division Field Survey Station 018","SG-SOROT-018","33.625638","1.705526","9000000007582","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Subcounty Field Station","PFP","Private Authority","Functional","Reporting"
"7583","grL9e4xnmOo","Soroti East Division Field Survey Station 019","SG-SOROT-019","33.614251","1.730679","9000000007583","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Subcounty Field Station","PNFP","UMMB","Functional","Reporting"
"7584","xn5R1XsfrWg","Soroti East Division Field Survey Station 020","SG-SOROT-020","33.612976","1.723722","9000000007584","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Subcounty Field Station","GOV","UPS","Functional","Reporting"
"7585","lpwnkRUWyqg","Soroti East Division Field Survey Station 021","SG-SOROT-021","33.616501","1.747017","9000000007585","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7586","KYMxfFztCFl","Soroti East Division Field Survey Station 022","SG-SOROT-022","33.616715","1.711262","9000000007586","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Subcounty Field Station","GOV","UPF","Functional","Reporting"
"7587","Nnms2rd2gpC","Soroti East Division Field Survey Station 023","SG-SOROT-023","33.614077","1.715773","9000000007587","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","GOV","MOH","Functional","Reporting"
"7588","kgzVJvjU7bH","Soroti East Division Field Survey Station 024","SG-SOROT-024","","","9000000007588","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7589","BB0ZbzgGBl2","Soroti East Division Field Survey Station 025","SG-SOROT-025","","","9000000007589","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","GOV","UPS","Functional","Reporting"
"7590","aOUFGE58SZA","Soroti East Division Field Survey Station 026","SG-SOROT-026","33.616302","1.718773","9000000007590","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","PNFP","UPMB","Functional","Reporting"
"7591","p0fJEq6m1ew","Soroti East Division Field Survey Station 027","SG-SOROT-027","33.612965","1.716912","9000000007591","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","PNFP","Private Authority","Functional","Reporting"
"7592","QzsFbTwousa","Soroti East Division Field Survey Station 028","SG-SOROT-028","","","9000000007592","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7593","BQrjoHOpLxT","Soroti East Division Field Survey Station 029","SG-SOROT-029","","","9000000007593","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7594","UhJgr2Abb0p","Soroti East Division Field Survey Station 030","SG-SOROT-030","33.614077","1.715773","9000000007594","JSur8nCSsQh","Soroti East Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","PNFP","Private Authority","Functional","Reporting"
"7595","p0gQCb29YsS","Soroti West Division Field Survey Station 001","SG-SOROT-001","33.607451","1.718563","9000000007595","YPDbkAfVW9L","Soroti West Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","PNFP","Private Authority","Functional","Reporting"
"7596","aUpdwfofY85","Soroti West Division Field Survey Station 002","SG-SOROT-002","33.618648","1.784437","9000000007596","YPDbkAfVW9L","Soroti West Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7597","GFBJGI57TkV","Soroti West Division Field Survey Station 003","SG-SOROT-003","33.614234","1.700957","9000000007597","YPDbkAfVW9L","Soroti West Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7598","OOTHJd11Kqy","Soroti West Division Field Survey Station 004","SG-SOROT-004","33.598433","1.697382","9000000007598","YPDbkAfVW9L","Soroti West Division","iRUvO30ij3h","Soroti City","Teso","Regional Operations Hub","PFP","Private Authority","Functional","Reporting"
"7599","gK4rD5EuRjU","Soroti West Division Field Survey Station 005","SG-SOROT-005","33.602348","1.721785","9000000007599","YPDbkAfVW9L","Soroti West Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7600","iLmrNCRxEvv","Soroti West Division Field Survey Station 006","SG-SOROT-006","","","9000000007600","YPDbkAfVW9L","Soroti West Division","iRUvO30ij3h","Soroti City","Teso","Subcounty Field Station","PFP","NGO","Functional","Reporting"
"7601","fUDxHsru0le","Soroti West Division Field Survey Station 007","SG-SOROT-007","33.605395","1.709817","9000000007601","YPDbkAfVW9L","Soroti West Division","iRUvO30ij3h","Soroti City","Teso","Subcounty Field Station","PFP","Private Authority","Functional","Reporting"
"7602","cY2kQBkzz17","Soroti West Division Field Survey Station 008","SG-SOROT-008","33.596218","1.730844","9000000007602","YPDbkAfVW9L","Soroti West Division","iRUvO30ij3h","Soroti City","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7603","HOnIGbyX0cw","Soroti West Division Field Survey Station 009","SG-SOROT-009","33.605228","1.719578","9000000007603","YPDbkAfVW9L","Soroti West Division","iRUvO30ij3h","Soroti City","Teso","Subcounty Field Station","PFP","Private Authority","Functional","Reporting"
"7604","tzZ0FM6FfpR","Soroti West Division Field Survey Station 010","SG-SOROT-010","","","9000000007604","YPDbkAfVW9L","Soroti West Division","iRUvO30ij3h","Soroti City","Teso","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7605","X0Tt3z2mIe7","Soroti West Division Field Survey Station 011","SG-SOROT-011","","","9000000007605","YPDbkAfVW9L","Soroti West Division","iRUvO30ij3h","Soroti City","Teso","Regional Operations Hub","PNFP","Private Authority","Functional","Reporting"
"7606","guuZmIbnlXl","Soroti West Division Field Survey Station 012","SG-SOROT-012","33.601239","1.712148","9000000007606","YPDbkAfVW9L","Soroti West Division","iRUvO30ij3h","Soroti City","Teso","Subcounty Field Station","PNFP","Private Authority","Functional","Reporting"
"7607","abcJcH3EO75","Soroti West Division Field Survey Station 013","SG-SOROT-013","33.597696","1.71527","9000000007607","YPDbkAfVW9L","Soroti West Division","iRUvO30ij3h","Soroti City","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7608","PCvI4E289K1","Arapai Subcounty Field Survey Station 001","SG-SOROT-001","33.599959","1.932024","9000000007608","e1uAyULbNqU","Arapai Subcounty","srmGjHrpVE5","Soroti District","Teso","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7609","fV3WgwSenHR","Arapai Subcounty Field Survey Station 002","SG-SOROT-002","33.658765","1.83256","9000000007609","e1uAyULbNqU","Arapai Subcounty","srmGjHrpVE5","Soroti District","Teso","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7610","CqefEf18FFW","Arapai Subcounty Field Survey Station 003","SG-SOROT-003","33.626388","1.857446","9000000007610","e1uAyULbNqU","Arapai Subcounty","srmGjHrpVE5","Soroti District","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7611","AY24xwaz8Ml","Asuret Subcounty Field Survey Station 001","SG-SOROT-001","33.599474","1.625992","9000000007611","wDG9YN30TtI","Asuret Subcounty","srmGjHrpVE5","Soroti District","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7612","v4Zgul4VlRC","Asuret Subcounty Field Survey Station 002","SG-SOROT-002","33.547527","1.631547","9000000007612","wDG9YN30TtI","Asuret Subcounty","srmGjHrpVE5","Soroti District","Teso","Community Enumeration Point","PNFP","UCBHCA","Functional","Reporting"
"7613","t7m1vt8ZdgY","Aukot Subcounty Field Survey Station 001","SG-SOROT-001","33.681496","1.654791","9000000007613","a0awJjtBQ2u","Aukot Subcounty","srmGjHrpVE5","Soroti District","Teso","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7614","gqpItvve2Rk","Awaliwal Subcounty Field Survey Station 001","SG-SOROT-001","33.708836","1.808924","9000000007614","vbDeKEgMIhY","Awaliwal Subcounty","srmGjHrpVE5","Soroti District","Teso","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7615","WY3yVWM5gaL","Gweri Subcounty Field Survey Station 001","SG-SOROT-001","33.733279","1.718116","9000000007615","bGpRkGyvpw2","Gweri Subcounty","srmGjHrpVE5","Soroti District","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7616","a4070sNyyVO","Kamuda Subcounty Field Survey Station 001","SG-SOROT-001","33.503552","1.737233","9000000007616","fwJDrgKD2HB","Kamuda Subcounty","srmGjHrpVE5","Soroti District","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7617","WqzecS4PTyV","Katine Subcounty Field Survey Station 001","SG-SOROT-001","33.470371","1.883919","9000000007617","BynI1aokvo2","Katine Subcounty","srmGjHrpVE5","Soroti District","Teso","Community Enumeration Point","PNFP","UCMB","Functional","Reporting"
"7618","Wyvz7rsEBpd","Katine Subcounty Field Survey Station 002","SG-SOROT-002","33.45922","1.902384","9000000007618","BynI1aokvo2","Katine Subcounty","srmGjHrpVE5","Soroti District","Teso","District Coordination Hub","GOV","Local Government","Functional","Reporting"
"7619","KabGzoH7k7H","Lalle Subcounty Field Survey Station 001","SG-SOROT-001","33.486569","1.676931","9000000007619","ymDNKEa4xSu","Lalle Subcounty","srmGjHrpVE5","Soroti District","Teso","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7620","PmFgAvnih83","Ocokican Subcounty Field Survey Station 001","SG-SOROT-001","33.501546","1.642419","9000000007620","I8Rl3rsUv4i","Ocokican Subcounty","srmGjHrpVE5","Soroti District","Teso","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7621","pnAxdCHawgM","Oculoi Subcounty Field Survey Station 001","SG-SOROT-001","33.572585","1.843075","9000000007621","n1sjb7VDGfF","Oculoi Subcounty","srmGjHrpVE5","Soroti District","Teso","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7622","DEMEh3VEW72","Oculoi Subcounty Field Survey Station 002","SG-SOROT-002","33.537175","1.838676","9000000007622","n1sjb7VDGfF","Oculoi Subcounty","srmGjHrpVE5","Soroti District","Teso","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7623","kkYUoOF74Eb","Tubur Town Council Field Survey Station 001","SG-SOROT-001","33.520369","1.952608","9000000007623","abrPOGp0zoG","Tubur Town Council","srmGjHrpVE5","Soroti District","Teso","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7624","gAHM3KeZpCy","Bubandi Subcounty Field Survey Station 001","SG-BUNDI-001","29.997983","0.642846","9000000007624","TQCB9RroT0I","Bubandi Subcounty","g8M1cWRJZV6","Bundibugyo District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
